order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ08328,2018-04-21,11:32:57,Dinner,NS,"[('Coffee', 8), ('Eggs', 9), ('Cereal', 4), ('Pancake', 2)]",390.5,-37.8188179,144.9533761,0,9.227,16.908111
ORDB08425,2018-09-21,16:37:10,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 3)]",546.75,-37.8202287,144.9575767,0,7.949,12.7277572
ORDY08030,2018-09-26,16:47:19,Lunch,TP,"[('Shrimp', 9), ('Pasta', 8), ('Fish&Chips', 2), ('Salmon', 3)]",899.0,-37.7992645,144.9607829,0,10.011,13.8166809
ORDI03100,2018-01-05,08:00:00,Breakfast,NS,"[('Coffee', 6), ('Pancake', 6), ('Cereal', 10), ('Eggs', 6)]",532.5,37.8025192,144.9922671,1,8.365,6.7079839
ORDB07538,2018-11-28,18:59:09,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 2), ('Salmon', 5), ('Pasta', 10)]",763.0,-37.8238862,145.0103172,0,11.479,14.5116367
ORDX00105,2018-05-08,12:13:31,Lunch,BK,"[('Chicken', 8), ('Fries', 2), ('Salad', 2), ('Burger', 10), ('Steak', 9)]",1029.4,-37.8012086,144.970017,0,7.475,13.2957274
ORDX07756,2018-02-12,09:21:07,Breakfast,BK,"[('Cereal', 7), ('Eggs', 8), ('Coffee', 5), ('Pancake', 9)]",578.75,-37.8156509,144.9741108,0,6.838,11.3500163
ORDY01639,2018-06-22,13:34:38,Lunch,NS,"[('Fries', 3), ('Chicken', 6), ('Steak', 2), ('Burger', 3), ('Salad', 6)]",514.2,-37.8102184,145.009017,0,12.215,15.0589802
ORDB02586,2018-11-07,18:18:35,Dinner,TP,"[('Shrimp', 3), ('Pasta', 9)]",409.5,37.80935,144.9608341,0,8.612,12.9240688
ORDZ05256,2018-09-28,16:57:27,Dinner,NS,"[('Pasta', 4), ('Fish&Chips', 7)]",355.0,37.8100015,144.9447414,0,9.136,15.3635354
ORDC05978,2018-03-10,10:11:49,Lunch,NS,"[('Pancake', 5), ('Coffee', 1), ('Cereal', 2)]",170.75,-37.8228581,145.0141013,0,11.71,19.1175732
ORDB10686,2018-11-28,18:59:09,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 3), ('Salmon', 4)]",516.5,-37.8166437,144.9763068,0,8.612,13.0745795
ORDJ00580,2018-11-11,18:28:43,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 6), ('Salmon', 4)]",593.0,-37.8152075,144.9449512,0,9.569,15.4600573
ORDX08014,2018-08-18,15:36:20,Lunch,BK,"[('Burger', 9), ('Fries', 8)]",375.0,-37.8098683,144.9666843,0,7.201,15.9151441
ORDI01721,2018-04-05,11:02:32,Breakfast,NS,"[('Coffee', 7), ('Eggs', 3), ('Cereal', 4)]",202.5,-37.8111953,145.0070963,1,10.065,14.9589283
ORDY07827,2018-05-12,12:13:31,Lunch,TP,"[('Steak', 3), ('Salad', 10)]",307.0,-37.8014523,144.9582213,0,9.578,13.9917773
ORDJ06622,2018-05-29,12:54:05,Lunch,ns,"[('Chicken', 7), ('Fries', 5), ('Steak', 6), ('Salad', 8), ('Burger', 9)]",970.6,-37.8165343,145.0089471,0,11.625,14.418109
ORDB01502,2018-12-06,19:09:17,Breakfast,TP,"[('Pasta', 10), ('Fish&Chips', 2), ('Salmon', 2), ('Shrimp', 4)]",643.0,-37.8184396,144.9567454,0,8.155,13.2887642
ORDY01638,2018-02-13,09:21:07,Breakfast,TP,"[('Eggs', 6), ('Pancake', 4)]",493.5,-37.7991923,144.9876661,0,11.024,13.308729
ORDI03693,2018-05-17,12:23:39,Lunch,NS,"[('Fries', 8), ('Chicken', 6)]",191.75,-37.8239393,144.9306538,0,11.33,16.8738855
ORDK03395,2018-03-26,10:42:15,Breakfast,BK,"[('Coffee', 2), ('Pancake', 3), ('Eggs', 2), ('Cereal', 9)]",320.75,-37.805583,144.9490278,0,11.024,13.8359214
ORDY00005,2018-04-03,11:02:32,Breakfast,TP,"[('Cereal', 3), ('Coffee', 5), ('Pancake', 9), ('Eggs', 4)]",406.75,37.8104294,144.9844312,0,9.589,11.7909805
ORDJ10981,2018-05-07,12:13:31,Lunch,TP,"[('Burger', 10), ('Salad', 7), ('Chicken', 1)]",462.4,-37.8059517,144.9335112,0,10.871,13.4658552
ORDB09847,2018-05-16,12:23:39,Lunch,TP,"[('Chicken', 1), ('Steak', 6), ('Burger', 9), ('Salad', 2)]",615.4,-37.8080995,144.9711563,0,9.278,12.5905156
ORDJ10917,2018-09-04,16:06:45,Dinner,TP,"[('Pasta', 9), ('Shrimp', 4), ('Fish&Chips', 9), ('Salmon', 8)]",1106.5,-37.7997325,144.9534133,0,10.65,14.2795206
ORDJ05663,2018-03-07,10:01:41,Breakfast,TP,"[('Cereal', 2), ('Eggs', 7)]",196.0,-37.8131513,144.9515214,0,9.066,11.4042173
ORDX06329,2018-06-13,13:24:30,Lunch,TP,"[('Fries', 1), ('Chicken', 7)]",236.0,-37.8272599,144.9816629,0,7.94,13.8718103
ORDZ03121,2018-05-29,12:54:05,Lunch,NS,"[('Burger', 10), ('Fries', 5), ('Salad', 4), ('Chicken', 3), ('Steak', 3)]",669.8,-37.8138551,144.9788642,0,8.162,13.6906586
ORDY02313,2018-07-27,14:45:38,Lunch,TP,"[('Burger', 9), ('Steak', 8), ('Chicken', 5)]",799.0,-37.8111407,144.9911699,0,10.135,13.6009058
ORDK06159,2018-10-17,17:38:01,Dinner,BK,"[('Salmon', 6), ('Pasta', 4), ('Fish&Chips', 3), ('Shrimp', 3)]",623.0,-37.8193049,144.999041,0,5.031,11.6561172
ORDC10966,2018-06-18,13:34:38,Lunch,TP,"[('Chicken', 10), ('Burger', 5)]",475.0,-37.8184825,144.9747793,0,8.491,13.7744868
ORDJ03556,2018-12-01,19:09:17,Lunch,TP,"[('Pasta', 6), ('Shrimp', 9), ('Fish&Chips', 1)]",686.0,-37.8083191,144.9363986,0,10.529,15.6133544
ORDY05599,2018-01-28,08:50:42,Breakfast,TP,"[('Cereal', 7), ('Eggs', 2), ('Pancake', 5)]",312.25,-37.8045313,144.9350517,0,10.879,15.0683065
ORDI08570,2018-07-22,14:35:29,Lunch,NS,"[('Steak', 6), ('Fries', 8)]",366.0,-37.8088649,144.9478186,0,8.823,16.1888245
ORDZ02548,2018-01-07,08:10:08,Breakfast,NS,"[('Pancake', 1), ('Eggs', 8), ('Coffee', 4)]",230.25,-37.8144943,144.938064,0,10.041,8.4966325
