order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDX10324,2018-01-10,08:10:08,Breakfast,BK,"[('Eggs', 3), ('Pancake', 5), ('Cereal', 9)]",376.25,-37.8066513,144.95702849999998,1,8.296,6.8223063999999995
ORDK03715,2018-10-11,17:17:44,Dinner,BK,"[('Fish&Chips', 10), ('Shrimp', 4)]",566.0,-37.812085499999995,144.95356130000002,0,8.43,14.9837994
ORDK09755,2018-03-16,10:21:58,Breakfast,BK,"[('Eggs', 4), ('Cereal', 9), ('Coffee', 3)]",299.5,-37.807801700000006,144.9424368,0,9.604,14.8095848
ORDA00890,2018-04-11,11:12:40,Breakfast,BK,"[('Eggs', 5), ('Cereal', 8), ('Coffee', 3), ('Pancake', 4)]",397.5,-37.8406543,144.9930679,0,10.893,16.3632688
ORDX06996,2018-06-15,13:24:30,Lunch,BK,"[('Burger', 2), ('Fries', 8)]",158.0,-37.8132681,144.96546999999998,0,7.52,12.6299528
ORDK06096,2018-02-24,09:41:24,Breakfast,BK,"[('Eggs', 9), ('Pancake', 6), ('Cereal', 8)]",511.5,-37.81645579999999,144.96084319999997,0,8.086,15.509752599999999
ORDK09916,2018-12-30,20:00:00,Dinner,BK,"[('Shrimp', 10), ('Fish&Chips', 5)]",715.0,-37.8257965,144.9680325,0,8.332,17.653644800000002
ORDA05377,2018-11-15,18:28:43,Dinner,BK,"[('Shrimp', 7), ('Salmon', 4)]",542.0,-37.819936600000005,144.9849822,0,6.294,13.1287798
ORDK02824,2018-10-30,17:58:18,Dinner,BK,"[('Salmon', 4), ('Shrimp', 6), ('Pasta', 4)]",598.0,-37.8082365,144.9421811,0,9.815,17.0519875
ORDX04455,2018-06-25,13:44:47,Lunch,BK,"[('Salad', 1), ('Chicken', 10)]",337.2,-37.8244373,144.98305009999999,0,7.036,13.4126517
ORDA07039,2018-06-28,13:54:55,Lunch,BK,"[('Salad', 5), ('Chicken', 7), ('Steak', 5), ('Burger', 3), ('Fries', 10)]",748.0,-37.820376,145.00206709999998,0,4.832,11.0276
ORDX07357,2018-09-29,16:57:27,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 9)]",479.0,-37.8071565,144.950805,0,8.64,17.9222718
ORDX10265,2018-11-04,18:08:27,Dinner,BK,"[('Pasta', 6), ('Shrimp', 8), ('Fish&Chips', 7), ('Salmon', 3)]",965.0,-37.8113505,144.9528097,0,8.456,17.8519773
ORDA07908,2018-09-09,16:16:54,Dinner,BK,"[('Fish&Chips', 1), ('Pasta', 2)]",90.0,-37.810562100000006,144.94247119999997,0,10.721,20.370184100000003
ORDX10833,2018-02-12,09:21:07,Breakfast,BK,"[('Cereal', 6), ('Coffee', 7), ('Pancake', 2)]",227.0,-37.8157138,144.973834,0,6.85,11.911769099999999
ORDA06688,2018-11-11,18:28:43,Dinner,BK,"[('Salmon', 5), ('Pasta', 10), ('Fish&Chips', 3)]",585.0,-37.8028836,144.966495,0,7.536,17.1000978
ORDK08397,2018-05-05,12:03:22,Lunch,BK,"[('Salad', 1), ('Fries', 5), ('Burger', 5), ('Chicken', 5)]",392.2,-37.8017564,144.9986517,0,5.413,14.060128500000001
ORDK06198,2018-06-16,13:24:30,Lunch,BK,"[('Burger', 8), ('Steak', 4)]",428.0,-37.8176544,145.010849,0,4.128,12.688242
ORDI05394,2018-02-18,09:31:16,Breakfast,BK,"[('Coffee', 1), ('Pancake', 9), ('Eggs', 5), ('Cereal', 1)]",356.75,-37.808267799999996,144.9438179,0,9.412,16.2361207
ORDB04798,2018-06-03,13:04:13,Lunch,BK,"[('Burger', 1), ('Chicken', 10), ('Fries', 7), ('Salad', 10)]",607.0,-37.8166844,144.9700546,0,7.17,12.902966699999999
ORDX10306,2018-10-10,17:17:44,Dinner,BK,"[('Shrimp', 4), ('Fish&Chips', 2)]",286.0,-37.8127518,144.9524035,1,8.569,15.2733228
ORDX00105,2018-05-08,12:13:31,Lunch,BK,"[('Chicken', 8), ('Fries', 2), ('Salad', 2), ('Burger', 10), ('Steak', 9)]",1029.4,-37.8012086,144.97001699999998,0,7.475,13.2957274
ORDX07756,2018-02-12,09:21:07,Breakfast,BK,"[('Cereal', 7), ('Eggs', 8), ('Coffee', 5), ('Pancake', 9)]",578.75,-37.815650899999994,144.9741108,0,6.838,11.3500163
ORDX08014,2018-08-18,15:36:20,Lunch,BK,"[('Burger', 9), ('Fries', 8)]",375.0,-37.8098683,144.9666843,0,7.201,15.9151441
ORDK03395,2018-03-26,10:42:15,Breakfast,BK,"[('Coffee', 2), ('Pancake', 3), ('Eggs', 2), ('Cereal', 9)]",320.75,-37.805583,144.9490278,0,8.722,13.8359214
ORDK06159,2018-10-17,17:38:01,Dinner,BK,"[('Salmon', 6), ('Pasta', 4), ('Fish&Chips', 3), ('Shrimp', 3)]",623.0,-37.8193049,144.999041,0,5.031,11.656117199999999
ORDX00814,2018-05-20,12:33:48,Lunch,BK,"[('Fries', 1), ('Burger', 8), ('Chicken', 1)]",292.0,-37.8019125,144.95709159999998,0,8.208,16.9059672
ORDK06635,2018-01-19,08:30:25,Breakfast,BK,"[('Eggs', 8), ('Pancake', 6), ('Cereal', 6)]",447.5,-37.800025399999996,144.98595600000002,0,6.336,10.7940586
ORDK03877,2018-07-14,14:25:21,Lunch,BK,"[('Steak', 1), ('Burger', 10), ('Fries', 3), ('Salad', 1), ('Chicken', 8)]",664.2,-37.818283,145.0074284,0,4.203,12.2044275
ORDA04537,2018-05-01,11:53:14,Breakfast,BK,"[('Eggs', 4), ('Pancake', 3), ('Coffee', 1), ('Cereal', 9)]",357.25,-37.8093528,144.9504044,0,8.825,13.8620265
ORDX00673,2018-05-02,11:53:14,Breakfast,BK,"[('Eggs', 1), ('Pancake', 5)]",143.25,-37.808273799999995,144.9531472,0,8.463,13.0225531
ORDX01295,2018-11-11,18:28:43,Dinner,BK,"[('Salmon', 8), ('Shrimp', 8), ('Pasta', 5), ('Fish&Chips', 2)]",967.5,-37.817193200000006,144.95884180000002,0,8.285,17.8015968
ORDX05419,2018-07-08,14:15:12,Lunch,BK,"[('Salad', 7), ('Burger', 2), ('Fries', 9), ('Chicken', 3), ('Steak', 6)]",656.4,-37.8147157,144.94008390000002,0,9.739,18.0117895
ORDK08429,2018-12-31,20:00:00,Dinner,BK,"[('Salmon', 8), ('Shrimp', 3)]",490.0,-37.8001821,145.0032238,1,5.526,12.6173742
ORDA02758,2018-06-03,13:04:13,Lunch,BK,"[('Chicken', 1), ('Salad', 8), ('Burger', 9)]",448.6,-37.825403,144.9569625,0,8.868,17.115706699999997
ORDK05022,2018-06-07,13:14:21,Lunch,BK,"[('Fries', 8), ('Chicken', 10), ('Burger', 1), ('Salad', 10)]",619.0,-37.8082895,144.9520024,0,8.623,13.8666049
ORDA01823,2018-11-09,18:18:35,Dinner,BK,"[('Fish&Chips', 9), ('Shrimp', 5), ('Salmon', 1)]",626.0,-37.803444,145.0109935,0,4.192,10.9005773
ORDA03392,2018-11-22,18:49:00,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 5), ('Shrimp', 10)]",962.5,-37.802218700000005,144.9308002,0,10.716,17.611832800000002
ORDX09674,2018-06-14,13:24:30,Lunch,BK,"[('Fries', 4), ('Salad', 7), ('Burger', 4), ('Steak', 1)]",337.4,-37.8001434,144.9677235,0,7.88,14.1075878
ORDK10834,2018-02-19,09:31:16,Breakfast,BK,"[('Pancake', 4), ('Eggs', 5), ('Coffee', 6)]",252.0,-37.8242258,144.9866885,0,6.499,11.3729595
ORDA09087,2018-01-01,08:00:00,Breakfast,BK,"[('Coffee', 7), ('Cereal', 7), ('Pancake', 6), ('Eggs', 7)]",499.0,-37.8041525,144.958323,1,7.935,6.9797269
ORDX03516,2018-09-15,16:27:02,Dinner,BK,"[('Salmon', 3), ('Pasta', 9), ('Fish&Chips', 2)]",440.5,-37.8102031,144.9937946,0,4.718,14.19617
ORDA06339,2018-02-10,09:21:07,Breakfast,BK,"[('Coffee', 8), ('Pancake', 8), ('Eggs', 5)]",364.0,-37.809808600000004,144.96688989999998,0,7.181,14.3860446
ORDX07787,2018-07-21,14:35:29,Lunch,BK,"[('Chicken', 8), ('Fries', 8)]",352.0,-37.810559399999995,144.94005869999998,0,9.875,18.6246326
ORDK08391,2018-08-22,15:36:20,Lunch,BK,"[('Fries', 4), ('Chicken', 5), ('Steak', 8)]",568.0,-37.805577500000005,144.9857969,0,5.89,11.3668526
ORDK00908,2018-07-01,13:54:55,Lunch,BK,"[('Chicken', 7), ('Burger', 2), ('Salad', 6), ('Fries', 7), ('Steak', 7)]",788.2,-37.8073409,144.9364254,0,10.091,18.8815334
ORDA08083,2018-12-28,20:00:00,Dinner,BK,"[('Shrimp', 4), ('Salmon', 3)]",339.0,-37.8146956,144.95915349999999,0,11.243,18.687753100000002
ORDA03989,2018-11-22,18:49:00,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 6)]",485.0,-37.821043599999996,144.9836908,0,6.549,12.772421000000001
ORDA07872,2018-12-13,19:29:34,Dinner,BK,"[('Pasta', 6), ('Fish&Chips', 4), ('Salmon', 5)]",510.0,-37.8150414,144.9917019,0,5.272,11.896525
ORDX09449,2018-01-02,08:00:00,Breakfast,BK,"[('Pancake', 2), ('Eggs', 10), ('Coffee', 1)]",276.0,-37.8033171,144.9368699,1,10.255,7.508986999999999
ORDA05125,2018-02-10,09:21:07,Breakfast,BK,"[('Pancake', 1), ('Coffee', 7), ('Eggs', 3), ('Cereal', 10)]",352.75,-37.8087625,144.9664167,1,7.138,14.6553968
ORDX00209,2018-06-18,13:34:38,Lunch,BK,"[('Chicken', 8), ('Fries', 5), ('Steak', 10), ('Salad', 9)]",920.8,-37.8184825,144.9747793,1,7.385,13.92256
ORDX05105,2018-04-06,11:02:32,Breakfast,BK,"[('Pancake', 1), ('Eggs', 3), ('Cereal', 6), ('Coffee', 1)]",223.75,-37.814846100000004,144.9506248,0,10.086,15.021939900000001
ORDX04792,2018-08-04,15:05:54,Lunch,BK,"[('Chicken', 4), ('Burger', 1), ('Steak', 6)]",429.0,-37.803523600000005,144.9498862,0,8.793,16.7796134
ORDA04082,2018-03-05,10:01:41,Breakfast,BK,"[('Cereal', 3), ('Pancake', 5)]",184.25,-37.8025965,144.96517580000003,0,7.626,12.3614959
ORDK08426,2018-01-08,08:10:08,Breakfast,BK,"[('Coffee', 8), ('Cereal', 4), ('Eggs', 3)]",210.0,-37.8086792,145.0067071,1,3.829,3.9559391
ORDX03093,2018-11-24,18:49:00,Dinner,BK,"[('Pasta', 10), ('Shrimp', 8), ('Fish&Chips', 8), ('Salmon', 10)]",1397.0,-37.808938,144.9838767,0,5.585,14.822731400000002
ORDK07232,2018-12-17,19:39:43,Dinner,BK,"[('Shrimp', 10), ('Salmon', 10)]",950.0,-37.808112,144.9509394,1,8.724,16.472149599999998
ORDK09411,2018-08-25,15:46:28,Lunch,BK,"[('Burger', 1), ('Steak', 9), ('Chicken', 9)]",724.0,-37.8245536,144.9468872,0,9.586,18.217518600000002
ORDA05279,2018-01-31,09:00:50,Breakfast,BK,"[('Eggs', 1), ('Pancake', 2), ('Cereal', 8), ('Coffee', 10)]",313.5,-37.8142786,144.95550480000003,0,8.309,12.821998599999999
ORDK10440,2018-02-27,09:51:32,Breakfast,BK,"[('Eggs', 5), ('Coffee', 6), ('Cereal', 5)]",260.0,-37.8065224,144.9317679,0,10.424,15.828064600000001
ORDX05711,2018-01-28,08:50:42,Breakfast,BK,"[('Coffee', 9), ('Eggs', 7)]",221.5,-37.81684,144.96164119999997,0,7.992,14.997647899999999
ORDY05491,2018-08-07,15:16:03,Lunch,BK,"[('Salad', 6), ('Burger', 8)]",351.2,-37.809309899999995,144.9526406,0,8.476,12.2071459
ORDX03898,2018-02-06,09:10:59,Breakfast,BK,"[('Eggs', 1), ('Coffee', 7)]",74.5,-37.79981420000001,144.9782391,0,6.966,11.4645981
ORDC06790,2018-06-15,13:24:30,Lunch,BK,"[('Steak', 4), ('Fries', 7), ('Burger', 3), ('Salad', 5), ('Chicken', 2)]",507.0,-37.8134953,144.9656479,0,7.492,13.399539800000001
ORDA04225,2018-12-12,19:29:34,Dinner,BK,"[('Salmon', 1), ('Pasta', 4)]",151.0,-37.817749600000006,144.97469719999998,0,7.154,13.879523800000001
ORDX08596,2018-11-19,18:38:52,Dinner,BK,"[('Shrimp', 8), ('Fish&Chips', 4)]",572.0,-37.8111497,145.0064638,0,3.562,10.0900981
ORDX04378,2018-06-09,13:14:21,Lunch,BK,"[('Burger', 5), ('Steak', 1), ('Chicken', 1), ('Salad', 4), ('Fries', 1)]",312.8,-37.8043419,144.9488589,0,8.88,17.3914296
ORDK02249,2018-11-11,18:18:35,Dinner,BK,"[('Shrimp', 1), ('Pasta', 4), ('Fish&Chips', 6)]",374.0,-37.8028781,144.96062709999998,0,7.967,17.051112699999997
ORDX06442,2018-05-06,12:03:22,Lunch,BK,"[('Salad', 8), ('Burger', 4), ('Steak', 7), ('Chicken', 1), ('Fries', 2)]",632.6,-37.808225799999995,144.9475509,0,9.025,17.5554259
ORDX09501,2018-04-01,10:52:23,Breakfast,BK,"[('Coffee', 8), ('Cereal', 5), ('Pancake', 7), ('Eggs', 8)]",510.75,-37.8201805,144.980577,0,7.099,14.5504429
ORDK06072,2018-07-03,14:05:04,Lunch,BK,"[('Salad', 10), ('Steak', 8), ('Chicken', 1), ('Fries', 7)]",648.0,-37.8096588,144.9640636,0,7.377,13.576517800000001
ORDA08694,2018-11-20,18:38:52,Dinner,BK,"[('Salmon', 3), ('Fish&Chips', 3), ('Pasta', 6), ('Shrimp', 8)]",825.0,-37.8192266,145.01474240000002,0,4.37,11.2305212
ORDK06179,2018-04-03,11:02:32,Breakfast,BK,"[('Eggs', 8), ('Coffee', 4), ('Cereal', 4)]",290.0,-37.8106572,144.9852939,0,5.547,10.148954
ORDK04561,2018-03-20,10:32:06,Breakfast,BK,"[('Cereal', 4), ('Pancake', 8)]",278.0,-37.8102245,144.95782219999998,0,8.018,13.018343400000001
ORDX06890,2018-10-01,16:57:27,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 4), ('Shrimp', 8)]",612.0,-37.7989183,144.9441439,0,9.499,16.3436006
ORDI09369,2018-08-22,15:46:28,Lunch,BK,"[('Steak', 2), ('Fries', 5), ('Salad', 1), ('Burger', 6), ('Chicken', 9)]",641.2,-37.8091174,144.9368711,0,10.2,15.867472699999999
ORDA05010,2018-04-19,11:32:57,Breakfast,BK,"[('Eggs', 2), ('Pancake', 8), ('Cereal', 6), ('Coffee', 9)]",431.5,-37.807324799999996,144.9502664,1,8.705,13.6712915
ORDA05178,2018-03-10,10:11:49,Breakfast,BK,"[('Coffee', 1), ('Eggs', 5), ('Cereal', 4), ('Pancake', 5)]",322.75,-37.8232786,144.9784947,0,7.165,14.4182805
ORDA04029,2018-07-28,14:55:46,Lunch,BK,"[('Steak', 2), ('Burger', 4)]",214.0,-37.82381289999999,144.9837011,0,6.771,15.4057098
ORDX01360,2018-01-05,08:00:00,Breakfast,BK,"[('Coffee', 3), ('Pancake', 5), ('Cereal', 8)]",311.75,-37.8132486,144.9371562,1,10.095,7.3871761
ORDX10359,2018-08-12,15:26:11,Lunch,BK,"[('Chicken', 2), ('Steak', 10), ('Fries', 7), ('Burger', 1), ('Salad', 10)]",801.0,-37.8129206,144.96905769999998,0,7.224,15.4934432
ORDA06913,2018-01-07,08:10:08,Breakfast,BK,"[('Eggs', 8), ('Pancake', 5)]",297.25,-37.805404700000004,144.9536501,1,8.295,8.3859946
ORDA06303,2018-01-12,08:20:16,Breakfast,BK,"[('Pancake', 6), ('Coffee', 1), ('Eggs', 3), ('Cereal', 8)]",387.0,-37.8208969,144.9473712,1,9.337,7.4921449
ORDA03900,2018-09-03,16:06:45,Dinner,BK,"[('Pasta', 2), ('Fish&Chips', 4), ('Shrimp', 4)]",411.0,-37.804939700000006,144.95616840000002,0,8.155,15.522431900000003
ORDK08972,2018-10-18,17:38:01,Dinner,BK,"[('Shrimp', 4), ('Pasta', 6), ('Salmon', 8)]",709.0,-37.8033053,144.9510182,1,8.597,15.5572979
ORDX04394,2018-01-22,08:40:33,Breakfast,BK,"[('Cereal', 7), ('Eggs', 8), ('Coffee', 7)]",375.5,-37.8073743,144.9629188,0,7.447,12.820135699999998
ORDK09737,2018-10-24,17:48:10,Dinner,BK,"[('Pasta', 7), ('Salmon', 10), ('Shrimp', 6)]",926.5,-37.820525700000005,144.9663989,0,7.934,14.5479354
ORDX05304,2018-01-04,08:00:00,Breakfast,BK,"[('Eggs', 1), ('Cereal', 4)]",106.0,-37.8031529,144.93673049999998,1,10.276,7.712178999999999
ORDA10983,2018-11-09,18:18:35,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 9)]",693.0,-37.8223355,144.94744440000002,0,9.304,16.2649298
ORDK05052,2018-05-24,12:43:56,Lunch,BK,"[('Chicken', 9), ('Fries', 2)]",312.0,-37.8127899,144.9398626,1,9.726,15.9675134
ORDK05698,2018-04-19,11:32:57,Breakfast,BK,"[('Cereal', 9), ('Pancake', 9), ('Coffee', 10), ('Eggs', 6)]",614.25,-37.813238500000004,144.97768090000002,0,6.508,11.123923
ORDX01587,2018-06-27,13:54:55,Lunch,BK,"[('Burger', 6), ('Steak', 4), ('Chicken', 5)]",526.0,-37.824960499999996,144.98485569999997,0,6.865,12.6807335
ORDA09219,2018-06-23,13:44:47,Lunch,BK,"[('Burger', 3), ('Salad', 6), ('Fries', 7)]",280.2,-37.803639200000006,144.9922661,0,5.444,13.3217516
ORDK09371,2018-08-28,15:56:37,Lunch,BK,"[('Steak', 4), ('Burger', 10), ('Chicken', 4), ('Fries', 7), ('Salad', 1)]",719.2,-37.810947799999994,144.96318390000002,0,7.63,13.7947023
ORDX01265,2018-09-22,16:47:19,Dinner,BK,"[('Salmon', 5), ('Pasta', 8)]",425.0,-37.8024388,144.9482868,0,8.905,17.966285199999998
ORDI05109,2018-07-21,14:35:29,Lunch,BK,"[('Salad', 5), ('Fries', 4), ('Burger', 5), ('Steak', 10)]",739.0,-37.8212383,145.011546,0,4.632,18.9696061
ORDK10527,2018-01-19,08:30:25,Breakfast,BK,"[('Cereal', 10), ('Eggs', 10), ('Pancake', 7)]",599.75,-37.8036072,144.96745009999998,1,7.511,6.307773200000001
ORDA02529,2018-06-18,13:34:38,Lunch,BK,"[('Steak', 10), ('Chicken', 5), ('Burger', 2), ('Salad', 6)]",775.2,-37.826330600000006,145.00390259999998,0,5.251,10.7170913
ORDA07222,2018-06-07,13:14:21,Lunch,BK,"[('Fries', 2), ('Burger', 1), ('Steak', 6), ('Chicken', 10), ('Salad', 2)]",679.4,-37.80588,144.95598999999999,0,8.069,13.953428099999998
ORDC08852,2018-08-10,15:16:03,Lunch,BK,"[('Fries', 10), ('Salad', 8), ('Chicken', 1), ('Burger', 5), ('Steak', 8)]",804.6,-37.8055715,144.9418302,0,9.495,14.440601000000001
ORDX07252,2018-04-09,11:12:40,Breakfast,BK,"[('Cereal', 10), ('Pancake', 3)]",282.75,-37.8207406,144.9785753,0,7.011,12.2745704
ORDX00015,2018-10-01,16:57:27,Dinner,BK,"[('Shrimp', 2), ('Pasta', 4)]",218.0,-37.812621500000006,144.97381430000002,0,6.823,13.8096479
ORDK03696,2018-07-06,14:05:04,Lunch,BK,"[('Steak', 9), ('Fries', 1), ('Salad', 2), ('Burger', 2), ('Chicken', 3)]",609.4,-37.8137617,144.9378304,0,10.222,16.357098699999998
ORDA04900,2018-04-26,11:43:05,Breakfast,BK,"[('Pancake', 2), ('Cereal', 8)]",216.5,-37.8052062,144.933888,0,10.182,14.9322511
ORDK00391,2018-02-23,09:41:24,Breakfast,BK,"[('Cereal', 6), ('Pancake', 4), ('Coffee', 3)]",245.5,-37.7989805,144.9454345,0,9.395,14.6689981
ORDA04566,2018-09-26,16:47:19,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 1), ('Salmon', 10), ('Pasta', 5)]",811.5,-37.8012793,144.9673138,0,7.764,13.8160842
ORDK00704,2018-08-03,15:05:54,Lunch,BK,"[('Burger', 7), ('Steak', 9), ('Salad', 8), ('Chicken', 4)]",887.6,-37.8147213,144.9903858,0,5.43,11.1352686
ORDK04047,2018-10-12,17:27:53,Dinner,BK,"[('Pasta', 9), ('Salmon', 4), ('Shrimp', 1)]",465.5,-37.819532200000005,144.9617304,0,8.006,14.612732699999999
ORDX07694,2018-11-27,18:59:09,Dinner,BK,"[('Salmon', 10), ('Shrimp', 8), ('Fish&Chips', 10), ('Pasta', 6)]",1357.0,-37.8186856,145.00534230000002,0,4.382,10.911207699999999
ORDX00198,2018-10-20,17:38:01,Dinner,BK,"[('Pasta', 3), ('Salmon', 6), ('Fish&Chips', 4), ('Shrimp', 7)]",846.5,-37.8220887,144.9695476,0,7.923,17.832321
ORDK04343,2018-04-20,11:32:57,Breakfast,BK,"[('Pancake', 1), ('Cereal', 7), ('Coffee', 9)]",238.75,-37.8278943,144.9502257,0,9.489,14.3670798
ORDZ03961,2018-05-08,12:13:31,Lunch,BK,"[('Fries', 5), ('Burger', 6)]",246.0,-37.804306700000005,145.0111534,0,4.077,15.6372197
ORDX09202,2018-08-03,15:05:54,Lunch,BK,"[('Salad', 3), ('Chicken', 3), ('Fries', 4)]",195.6,-37.8143541,144.9880983,0,5.548,11.7764763
ORDK10446,2018-05-26,12:43:56,Lunch,BK,"[('Steak', 7), ('Burger', 1), ('Salad', 9), ('Chicken', 9)]",788.8,-37.8049451,144.9523702,1,8.45,17.0794173
ORDA06874,2018-10-13,17:27:53,Dinner,BK,"[('Fish&Chips', 8), ('Pasta', 1)]",307.5,-37.806084999999996,144.94180580000003,0,9.514,18.8637813
ORDA03549,2018-06-14,13:24:30,Lunch,BK,"[('Burger', 3), ('Salad', 4)]",161.8,-37.8095171,144.96373630000002,0,7.397,13.8335101
ORDA04895,2018-06-17,13:24:30,Lunch,BK,"[('Chicken', 7), ('Burger', 1)]",255.0,-37.8203432,145.0144456,0,4.484,12.9963976
ORDK04928,2018-10-24,17:48:10,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 6), ('Shrimp', 1), ('Pasta', 4)]",480.0,-37.820525700000005,144.9663989,0,7.934,14.967220000000001
ORDX00535,2018-05-24,12:43:56,Lunch,BK,"[('Fries', 9), ('Chicken', 9), ('Burger', 5)]",551.0,-37.819798600000006,144.9767395,0,7.247,12.519795
ORDK07986,2018-04-24,11:43:05,Breakfast,BK,"[('Eggs', 5), ('Cereal', 1)]",131.0,-37.8188617,144.9685261,0,7.596,12.5050291
ORDX09488,2018-05-02,12:03:22,Lunch,BK,"[('Salad', 1), ('Fries', 4), ('Steak', 6), ('Chicken', 3)]",431.2,-37.811661799999996,144.96547030000002,0,7.397,13.573020399999999
ORDA02315,2018-02-16,09:31:16,Breakfast,BK,"[('Coffee', 10), ('Eggs', 3), ('Cereal', 4), ('Pancake', 6)]",370.5,-37.8100669,144.95001159999998,0,8.714,13.1744209
ORDJ07817,2018-09-02,16:06:45,Dinner,BK,"[('Pasta', 6), ('Shrimp', 5), ('Fish&Chips', 4)]",575.0,-37.8119041,144.93608740000002,0,10.096,15.7467571
ORDK08261,2018-02-23,09:41:24,Breakfast,BK,"[('Eggs', 4), ('Pancake', 8)]",282.0,-37.8067703,144.9323875,0,10.38,15.127248800000002
ORDX05550,2018-07-09,14:15:12,Lunch,BK,"[('Steak', 8), ('Burger', 7)]",577.0,-37.8093554,144.9744788,0,6.5,12.869336
ORDA09282,2018-04-27,11:53:14,Breakfast,BK,"[('Coffee', 8), ('Cereal', 6), ('Eggs', 9)]",384.0,-37.800230799999994,144.9873905,0,6.203,10.6400649
ORDK08011,2018-06-28,13:54:55,Lunch,BK,"[('Salad', 7), ('Chicken', 1), ('Steak', 3)]",287.4,-37.817443100000006,144.98988390000002,0,5.677,11.493050199999999
ORDX10966,2018-07-03,14:05:04,Lunch,BK,"[('Salad', 3), ('Chicken', 8), ('Fries', 2), ('Steak', 7), ('Burger', 9)]",925.6,-37.809577000000004,144.9636701,0,7.4,12.9635711
ORDK01434,2018-01-11,08:20:16,Breakfast,BK,"[('Pancake', 10), ('Cereal', 8), ('Coffee', 7), ('Eggs', 10)]",683.0,-37.8164033,144.983957,1,6.142,5.465461400000001
ORDX03997,2018-10-15,17:27:53,Dinner,BK,"[('Salmon', 8), ('Pasta', 7)]",520.5,-37.8104849,144.9937425,1,4.747,11.4846177
ORDA03243,2018-01-12,08:20:16,Breakfast,BK,"[('Cereal', 7), ('Eggs', 7), ('Pancake', 7)]",470.75,-37.8208969,144.9473712,1,9.337,6.9357842000000005
ORDK08509,2018-03-06,10:01:41,Breakfast,BK,"[('Cereal', 1), ('Eggs', 1)]",43.0,-37.8132333,144.9513085,0,8.566,13.281586800000001
ORDX07020,2018-01-07,08:10:08,Breakfast,BK,"[('Cereal', 1), ('Pancake', 6)]",166.5,-37.813011100000004,144.93661630000003,1,10.072,9.132696800000002
ORDA11099,2018-12-30,20:00:00,Dinner,BK,"[('Fish&Chips', 3), ('Shrimp', 10)]",645.0,-37.8064264,144.9610387,0,7.605,17.1388855
